abbreviation,conference,conference_losses,conference_win_percentage,conference_wins,first_downs,opponents_first_downs,first_downs_from_penalties,opponents_first_downs_from_penalties,fumbles_lost,opponents_fumbles_lost,games,interceptions,opponents_interceptions,losses,name,pass_attempts,opponents_pass_attempts,pass_completion_percentage,opponents_pass_completion_percentage,pass_completions,opponents_pass_completions,pass_first_downs,opponents_pass_first_downs,pass_touchdowns,opponents_pass_touchdowns,pass_yards,opponents_pass_yards,penalties,opponents_penalties,plays,opponents_plays,points_against_per_game,points_per_game,rush_attempts,opponents_rush_attempts,rush_first_downs,opponents_rush_first_downs,rush_touchdowns,opponents_rush_touchdowns,rush_yards,opponents_rush_yards,rush_yards_per_attempt,opponents_rush_yards_per_attempt,simple_rating_system,strength_of_schedule,turnovers,opponents_turnovers,win_percentage,wins,yards,opponents_yards,yards_from_penalties,opponents_yards_from_penalties,yards_per_play,opponents_yards_per_play,year,Rk
MISSISSIPPI-STATE,sec,4,0.5,4,20.2,21.4,1.4,1.2,0.5,1.1,13,0.8,1.5,5,Mississippi State,32.6,31.8,58.7,64.0,19.2,20.4,11.5,9.8,2.2,1.3,237.8,221.8,4.7,5.4,65.2,70.6,23.3,29.5,32.6,38.8,7.3,10.3,1.4,1.2,144.2,165.6,4.4,4.3,6.15,2.99,1.3,2.5,0.615,8,381.9,387.4,41.4,48.5,5.9,5.5,2012,
MISSISSIPPI,sec,5,0.375,3,22.4,19.3,1.5,1.2,0.8,1.0,13,1.4,1.2,6,Ole Miss,31.6,32.8,63.5,62.8,20.1,20.6,10.3,10.6,1.8,1.7,249.9,246.5,4.8,5.3,74.0,70.0,27.6,31.5,42.4,37.2,10.6,7.5,1.9,1.3,173.8,129.3,4.1,3.5,8.43,5.2,2.2,2.2,0.538,7,423.8,375.8,36.9,41.8,5.7,5.4,2012,
ARKANSAS,sec,6,0.25,2,21.1,21.4,1.9,1.3,1.3,0.5,12,1.3,0.5,8,Arkansas,38.3,34.9,59.3,62.5,22.7,21.8,11.8,12.9,1.9,2.0,301.5,285.8,6.0,5.5,68.8,71.6,30.4,23.5,30.6,36.7,7.3,7.2,1.0,1.8,118.7,124.1,3.9,3.4,2.4,6.4,2.6,1.0,0.333,4,420.2,409.9,44.0,45.9,6.1,5.7,2012,
AUBURN,sec,8,0.0,0,15.5,21.9,0.7,1.8,0.8,0.9,12,1.3,0.2,9,Auburn,21.4,29.8,57.2,65.6,12.3,19.6,6.9,10.1,0.7,1.7,156.6,222.9,6.3,4.3,57.9,70.2,28.3,18.7,36.5,40.3,7.9,10.0,1.3,1.9,148.4,197.6,4.1,4.9,-0.92,6.91,2.1,1.1,0.25,3,305.0,420.5,50.1,34.2,5.3,6.0,2012,
ARKANSAS-STATE,sun-belt,1,0.875,7,24.5,20.5,1.8,1.5,0.7,0.8,13,0.4,1.0,3,Arkansas State,31.7,33.2,67.7,63.9,21.5,21.2,10.5,10.4,1.9,1.6,260.5,227.3,4.9,6.8,73.2,71.5,24.5,34.9,41.5,38.3,12.2,8.6,2.4,1.2,206.2,156.4,5.0,4.1,4.94,-2.22,1.1,1.8,0.769,10,466.7,383.7,46.0,53.7,6.4,5.4,2012,
LOUISIANA-LAFAYETTE,sun-belt,2,0.75,6,20.7,22.2,1.6,1.9,1.0,0.6,13,0.7,1.0,4,Louisiana,30.2,36.5,61.6,61.3,18.6,22.4,10.2,11.7,1.7,1.6,261.8,283.5,5.7,6.9,67.2,72.8,28.1,35.5,36.9,36.3,8.9,8.5,2.5,1.5,193.5,144.6,5.2,4.0,3.45,-3.63,1.7,1.6,0.692,9,455.3,428.1,49.1,58.7,6.8,5.9,2012,
MIDDLE-TENNESSEE-STATE,sun-belt,2,0.75,6,20.2,23.3,1.5,0.9,0.8,1.3,12,0.7,1.0,4,Middle Tennessee State,28.7,31.6,63.1,67.5,18.1,21.3,8.8,11.7,1.3,1.8,216.1,252.6,5.7,4.5,67.7,72.4,28.0,26.6,39.0,40.8,9.8,10.8,1.6,1.8,176.7,188.3,4.5,4.6,-2.45,-4.95,1.5,2.3,0.667,8,392.8,440.8,45.8,41.0,5.8,6.1,2012,
LOUISIANA-MONROE,sun-belt,2,0.75,6,23.8,21.5,2.5,1.5,0.3,0.8,13,1.2,1.2,5,Louisiana-Monroe,41.5,35.2,63.6,62.6,26.4,22.0,14.1,11.1,2.5,2.2,290.7,276.5,5.4,6.5,76.1,71.1,29.2,33.8,34.6,35.9,7.2,8.9,1.8,1.6,142.1,142.2,4.1,4.0,-0.03,-3.27,1.5,2.0,0.615,8,432.8,418.8,43.6,58.5,5.7,5.9,2012,
WESTERN-KENTUCKY,sun-belt,4,0.5,4,20.4,19.7,1.4,2.2,0.9,0.8,13,0.9,1.0,6,Western Kentucky,25.8,30.3,63.6,59.4,16.4,18.0,9.8,9.5,1.8,1.8,205.2,209.8,6.2,5.8,64.7,65.4,25.5,28.2,38.9,35.1,9.2,8.0,1.6,1.2,181.7,138.4,4.7,3.9,-1.5,-3.73,1.8,1.8,0.538,7,386.8,348.2,58.8,51.2,6.0,5.3,2012,
TROY,sun-belt,5,0.375,3,25.6,21.4,2.1,1.8,1.3,1.2,12,1.0,0.5,7,Troy,42.4,31.0,66.2,56.7,28.1,17.6,14.2,10.5,1.8,2.2,331.5,258.4,7.7,7.3,80.5,70.1,30.5,30.6,38.1,39.1,9.3,9.2,1.8,1.4,167.3,185.2,4.4,4.7,-3.45,-3.45,2.3,1.7,0.417,5,498.8,443.6,66.9,61.7,6.2,6.3,2012,
NORTH-TEXAS,sun-belt,5,0.375,3,19.9,20.8,1.4,2.0,0.3,0.7,12,1.2,0.9,8,North Texas,31.3,35.0,57.1,63.3,17.8,22.2,9.6,10.3,1.2,1.6,219.1,251.5,4.3,5.8,71.1,67.8,27.8,20.9,39.8,32.8,8.9,8.5,1.4,1.8,173.1,163.3,4.3,5.0,-8.41,-1.24,1.5,1.6,0.333,4,392.2,414.8,43.3,47.4,5.5,6.1,2012,
FLORIDA-ATLANTIC,sun-belt,6,0.25,2,18.5,19.8,1.3,1.8,1.1,0.8,12,0.5,0.7,9,Florida Atlantic,34.7,23.8,63.7,55.2,22.1,13.2,10.6,8.3,1.5,1.7,237.6,204.0,6.4,5.3,68.8,65.8,30.8,20.5,34.2,42.0,6.6,9.8,1.0,1.9,113.1,202.1,3.3,4.8,-9.83,-1.08,1.6,1.4,0.25,3,350.7,406.1,51.3,44.2,5.1,6.2,2012,
FLORIDA-INTERNATIONAL,sun-belt,6,0.25,2,19.5,20.3,1.6,1.5,1.3,0.7,12,0.5,0.8,9,Florida International,30.8,36.4,59.3,60.6,18.3,22.1,9.3,10.8,1.4,2.0,238.4,262.1,7.6,6.3,71.5,72.1,31.7,25.0,40.8,35.7,8.7,7.9,1.7,1.9,145.3,140.8,3.6,3.9,-9.1,-2.27,1.8,1.5,0.25,3,383.8,402.9,64.1,54.9,5.4,5.6,2012,
SOUTH-ALABAMA,sun-belt,7,0.125,1,19.4,20.1,2.5,2.5,1.3,0.8,13,1.2,0.8,11,South Alabama,34.5,28.3,54.3,58.4,18.8,16.5,9.4,9.4,1.2,1.9,209.8,218.5,7.4,7.2,72.2,67.8,29.5,18.5,37.6,39.5,7.5,8.2,0.8,1.6,123.5,164.5,3.3,4.2,-15.26,-4.26,2.5,1.6,0.154,2,333.4,382.9,67.5,62.6,4.6,5.7,2012,
UTAH-STATE,wac,0,1.0,6,20.8,18.5,1.4,2.6,0.8,0.5,13,0.8,1.1,2,Utah State,32.3,36.5,67.9,54.1,21.9,19.8,10.8,8.9,2.1,0.9,265.0,208.3,7.0,6.1,68.7,74.5,15.4,34.9,36.4,37.9,8.6,6.9,2.3,0.5,204.1,113.8,5.6,3.0,10.71,-4.68,1.6,1.5,0.846,11,469.1,322.1,72.4,51.9,6.8,4.3,2012,16.0
SAN-JOSE-STATE,wac,1,0.833,5,22.6,17.6,1.2,1.3,1.2,1.3,13,0.7,1.2,2,San Jose State,36.0,33.8,71.8,56.9,25.8,19.2,15.4,9.8,2.7,1.4,332.7,222.5,5.2,3.8,70.3,67.8,21.3,34.8,34.3,34.0,6.1,6.5,1.3,1.2,113.5,122.2,3.3,3.6,7.9,-3.02,1.8,2.5,0.846,11,446.2,344.7,47.5,35.0,6.3,5.1,2012,21.0
LOUISIANA-TECH,wac,2,0.667,4,31.5,25.9,3.3,2.5,0.7,1.3,12,0.4,0.8,3,Louisiana Tech,44.4,41.3,68.5,60.6,30.4,25.0,16.6,14.3,2.8,2.9,350.8,340.4,8.2,9.8,87.8,80.4,38.5,51.5,43.4,39.2,11.6,9.1,3.9,2.1,227.2,185.7,5.2,4.7,6.33,-4.26,1.1,2.2,0.75,9,577.9,526.1,79.8,94.4,6.6,6.5,2012,
TEXAS-SAN-ANTONIO,wac,3,0.5,3,19.4,21.0,1.3,2.7,0.7,1.3,12,0.6,1.1,4,UTSA,30.7,34.7,60.1,64.4,18.4,22.3,10.2,12.5,1.9,2.2,231.0,271.9,7.8,6.6,66.5,67.1,28.8,31.2,35.8,32.4,7.9,5.8,1.8,1.3,159.3,107.8,4.4,3.3,-7.49,-8.83,1.3,2.4,0.667,8,390.3,379.8,76.1,59.3,5.9,5.7,2012,
TEXAS-STATE,wac,4,0.333,2,19.4,25.8,2.3,1.9,0.7,1.0,12,0.7,1.2,8,Texas State,30.1,34.0,60.1,60.8,18.1,20.7,9.0,11.8,1.4,2.2,200.4,252.9,7.3,5.9,64.5,74.8,33.5,28.6,34.4,40.8,8.1,12.1,2.0,2.1,179.3,231.8,5.2,5.7,-8.03,-4.19,1.3,2.2,0.333,4,379.8,484.8,67.6,60.4,5.9,6.5,2012,
IDAHO,wac,5,0.167,1,15.8,23.4,1.2,2.2,1.4,1.1,12,1.8,0.8,11,Idaho,37.3,33.6,58.5,64.8,21.8,21.8,9.1,12.2,1.3,2.3,225.8,275.6,7.3,6.6,66.5,71.8,42.4,15.8,29.2,38.3,5.5,9.1,0.3,3.1,89.3,198.7,3.1,5.2,-17.38,-0.79,3.3,1.8,0.083,1,315.1,474.3,62.7,48.5,4.7,6.6,2012,
NEW-MEXICO-STATE,wac,6,0.0,0,18.6,22.7,2.3,1.4,1.3,0.4,12,0.9,0.3,11,New Mexico State,33.5,31.8,53.5,61.2,17.9,19.4,10.3,10.7,1.6,2.3,237.8,254.8,5.1,7.1,65.9,70.9,39.4,18.7,32.4,39.2,6.0,10.6,0.9,2.3,97.6,221.4,3.0,5.7,-19.0,-3.25,2.3,0.8,0.083,1,335.3,476.2,40.1,65.3,5.1,6.7,2012,
FLORIDA-STATE,acc,0,1.0,8,25.6,16.6,1.8,1.5,0.4,0.6,14,0.9,1.9,0,Florida State,31.6,30.5,65.2,52.0,20.6,15.9,13.9,7.9,3.0,1.0,315.9,156.6,5.6,5.1,67.6,68.8,12.1,51.6,36.1,38.3,9.9,7.2,3.0,0.5,203.1,124.8,5.6,3.3,23.36,1.29,1.3,2.5,1.0,14,519.1,281.4,49.6,45.9,7.7,4.1,2013,1.0
CLEMSON,acc,1,0.875,7,25.2,18.0,1.2,1.8,0.9,0.9,13,0.9,1.4,2,Clemson,37.9,29.1,69.2,53.4,26.2,15.5,14.0,8.6,3.0,1.1,333.1,201.0,5.6,6.5,79.8,70.8,22.2,40.2,41.8,41.8,10.0,7.5,2.0,1.7,175.0,156.1,4.2,3.7,14.98,3.06,1.8,2.3,0.846,11,508.1,357.1,50.5,52.2,6.4,5.0,2013,8.0
BOSTON-COLLEGE,acc,4,0.5,4,16.3,21.5,0.9,0.8,0.7,0.8,13,0.6,0.7,6,Boston College,20.6,32.5,61.2,66.9,12.6,21.8,6.9,11.6,1.3,2.0,154.8,268.3,3.6,4.8,60.8,72.4,28.9,27.7,40.2,39.8,8.5,9.0,1.8,1.5,212.5,159.9,5.3,4.0,1.28,2.2,1.3,1.5,0.538,7,367.2,428.2,30.7,41.8,6.0,5.9,2013,
SYRACUSE,acc,4,0.5,4,19.3,18.7,0.9,1.8,0.4,0.7,13,1.3,1.2,6,Syracuse,31.2,32.9,59.8,58.4,18.6,19.2,9.1,9.4,1.0,1.7,182.0,229.8,7.6,4.3,73.7,69.0,25.4,22.7,42.5,36.1,9.3,7.5,1.9,1.5,194.8,137.4,4.6,3.8,2.81,2.88,1.7,1.8,0.538,7,376.8,367.2,61.8,33.6,5.1,5.3,2013,
MARYLAND,acc,5,0.375,3,18.9,19.5,1.5,1.0,1.3,0.8,13,0.8,0.8,6,Maryland,31.9,33.5,55.4,61.8,17.7,20.7,10.0,10.5,1.4,1.4,248.5,225.1,4.5,5.0,68.5,73.6,25.3,26.2,36.6,40.2,7.5,8.0,1.4,1.5,148.4,149.3,4.1,3.7,0.64,-0.97,2.1,1.6,0.538,7,396.9,374.4,36.3,44.6,5.8,5.1,2013,
WAKE-FOREST,acc,6,0.25,2,16.6,19.3,1.2,1.6,0.8,0.7,12,1.2,1.0,8,Wake Forest,34.5,34.8,52.9,62.8,18.3,21.8,8.8,9.4,1.2,1.7,196.6,223.0,5.9,4.8,66.8,73.2,24.1,18.3,32.3,38.4,6.6,8.3,0.9,1.1,94.2,143.2,2.9,3.7,0.0,2.17,1.9,1.7,0.333,4,290.8,366.2,49.7,37.8,4.4,5.0,2013,
NORTH-CAROLINA-STATE,acc,8,0.0,0,20.8,19.9,1.2,1.3,0.5,0.8,12,1.3,1.0,9,North Carolina State,35.5,31.9,58.5,59.3,20.8,18.9,11.3,10.2,1.2,1.6,240.8,219.3,5.8,5.3,78.8,67.8,30.2,22.8,43.3,35.8,8.3,8.5,1.2,2.2,162.7,180.7,3.8,5.0,-5.66,1.59,1.8,1.8,0.25,3,403.5,399.9,43.3,40.6,5.1,5.9,2013,
DUKE,acc,2,0.75,6,21.3,22.2,0.6,1.4,0.4,0.6,14,1.4,1.3,4,Duke,33.7,32.9,63.1,57.4,21.3,18.9,10.8,10.7,1.9,1.8,248.1,243.9,4.6,6.1,72.6,73.8,26.6,32.8,38.9,40.9,9.9,10.1,2.0,1.2,178.0,174.1,4.6,4.3,7.86,2.36,1.8,1.9,0.714,10,426.1,418.0,40.7,53.6,5.9,5.7,2013,23.0
MIAMI-FL,acc,3,0.625,5,19.0,22.1,1.5,0.8,0.6,0.7,13,1.1,1.4,4,Miami (FL),29.5,34.0,58.9,60.2,17.4,20.5,9.7,11.8,1.9,1.2,265.5,249.8,5.5,6.2,63.1,74.2,26.8,33.8,33.5,40.2,7.8,9.5,1.9,2.0,160.3,176.5,4.8,4.4,6.59,2.51,1.7,2.1,0.692,9,425.8,426.4,44.8,45.8,6.8,5.8,2013,
VIRGINIA-TECH,acc,3,0.625,5,17.9,14.7,1.1,1.2,0.3,0.5,13,1.2,1.5,5,Virginia Tech,33.2,27.9,56.3,48.2,18.7,13.5,10.5,7.8,1.2,0.9,236.2,172.3,6.6,6.1,71.2,62.5,19.3,22.5,37.9,34.5,6.4,5.7,1.3,1.0,119.8,110.9,3.2,3.2,6.41,4.49,1.5,2.0,0.615,8,356.0,283.2,51.7,42.9,5.0,4.5,2013,
GEORGIA-TECH,acc,3,0.625,5,21.8,19.7,1.2,1.1,0.8,0.5,13,1.0,1.1,6,Georgia Tech,15.6,32.8,45.3,62.5,7.1,20.5,5.1,12.2,0.9,1.4,130.4,244.5,4.8,5.8,70.5,65.3,22.8,35.1,54.8,32.5,15.5,6.4,3.5,1.4,299.7,116.2,5.5,3.6,7.21,3.67,1.8,1.5,0.538,7,430.1,360.6,40.7,47.9,6.1,5.5,2013,
NORTH-CAROLINA,acc,4,0.5,4,21.5,21.4,1.3,1.1,0.5,0.5,13,0.8,1.0,6,North Carolina,34.8,32.6,62.5,55.9,21.8,18.2,12.2,10.9,2.2,1.2,277.4,220.7,7.4,5.3,72.5,76.4,24.5,32.7,37.7,43.8,7.9,9.4,1.5,1.5,148.3,182.5,3.9,4.2,6.22,1.91,1.4,1.5,0.538,7,425.7,403.2,63.9,42.5,5.9,5.3,2013,
PITTSBURGH,acc,5,0.375,3,19.3,18.2,1.0,1.2,0.7,0.7,12,0.8,0.6,6,Pitt,31.9,27.8,60.8,58.3,19.4,16.2,11.1,8.7,1.7,1.5,247.5,210.8,5.4,4.8,65.8,66.0,27.2,26.3,33.9,38.3,7.3,8.3,1.3,1.5,114.0,153.7,3.4,4.0,3.72,3.49,1.4,1.3,0.538,7,361.5,364.4,41.1,45.2,5.5,5.5,2013,
VIRGINIA,acc,8,0.0,0,21.1,18.8,1.6,1.7,0.8,0.9,12,1.4,0.8,10,Virginia,42.2,32.2,54.7,50.5,23.1,16.3,11.8,9.0,0.8,1.6,211.8,232.9,6.8,6.8,82.9,71.3,33.3,19.8,40.8,39.2,7.7,8.2,1.5,2.3,156.6,170.7,3.8,4.4,-4.94,6.06,2.2,1.8,0.167,2,368.4,403.6,54.9,59.0,4.4,5.7,2013,
CENTRAL-FLORIDA,american,0,1.0,8,22.4,19.1,1.8,1.6,0.8,0.9,13,0.8,1.1,1,UCF,31.1,36.8,66.6,56.8,20.7,20.9,11.8,10.7,2.0,1.0,281.6,239.5,4.8,7.1,67.3,67.6,21.3,34.6,36.2,30.8,8.8,6.8,2.2,1.6,159.9,122.5,4.4,4.0,8.42,-2.96,1.6,2.0,0.923,12,441.5,362.0,41.6,57.3,6.6,5.4,2013,10.0
LOUISVILLE,american,1,0.875,7,23.4,14.1,0.7,1.5,0.5,0.8,13,0.3,1.2,1,Louisville,33.8,28.7,70.8,50.7,23.9,14.5,15.0,7.2,2.5,0.6,314.0,170.8,7.1,3.3,68.8,59.9,12.2,35.2,35.0,31.2,7.7,5.4,1.4,0.8,146.8,80.9,4.2,2.6,9.99,-5.85,0.8,2.1,0.923,12,460.8,251.7,64.3,30.5,6.7,4.2,2013,15.0
CINCINNATI,american,2,0.75,6,24.2,17.7,1.2,1.5,0.8,0.6,13,1.3,1.0,4,Cincinnati,36.1,33.7,66.3,58.0,23.9,19.5,13.5,10.1,2.2,1.2,303.6,211.2,6.2,6.3,75.8,66.2,21.0,32.1,39.7,32.5,9.5,6.2,2.2,0.9,168.5,104.5,4.2,3.2,0.41,-6.9,2.2,1.6,0.692,9,472.1,315.6,57.8,52.2,6.2,4.8,2013,
HOUSTON,american,3,0.625,5,21.7,22.3,2.5,1.6,0.6,1.4,13,0.8,1.9,5,Houston,39.8,37.9,57.7,60.4,23.0,22.9,11.5,11.5,2.3,1.2,280.5,266.8,7.5,7.9,73.3,79.5,21.8,33.2,33.5,41.6,7.7,9.2,1.5,1.4,139.0,149.0,4.2,3.6,4.93,-1.92,1.4,3.3,0.615,8,419.5,415.8,67.8,68.0,5.7,5.2,2013,
SOUTHERN-METHODIST,american,4,0.5,4,23.0,22.4,2.2,1.9,1.0,0.6,12,1.0,0.9,7,SMU,51.6,36.8,64.6,64.9,33.3,23.8,15.9,12.1,1.9,2.0,341.4,271.8,7.5,7.7,78.8,73.9,33.3,26.8,27.2,37.2,4.9,8.4,1.1,1.9,93.8,140.8,3.5,3.8,-7.44,-2.44,2.0,1.5,0.417,5,435.2,412.6,64.2,72.4,5.5,5.6,2013,
RUTGERS,american,5,0.375,3,19.5,21.2,1.8,1.2,0.6,0.8,13,1.7,0.6,7,Rutgers,34.0,40.1,54.3,63.5,18.5,25.5,10.3,13.9,1.7,2.4,235.6,312.0,6.5,7.0,69.0,72.6,29.8,26.5,35.0,32.5,7.5,6.1,1.3,1.3,129.5,100.8,3.7,3.1,-5.68,-3.37,2.3,1.4,0.462,6,365.2,412.8,53.8,62.3,5.3,5.7,2013,
CONNECTICUT,american,5,0.375,3,18.1,19.4,1.8,1.7,0.6,0.9,12,1.5,1.1,9,Connecticut,36.6,33.0,54.9,55.8,20.1,18.4,10.8,10.8,1.3,1.9,234.2,249.2,4.7,6.1,68.8,69.7,30.3,20.6,32.3,36.7,5.5,7.0,1.0,1.4,84.2,135.4,2.6,3.7,-11.97,-2.97,2.1,2.0,0.25,3,318.3,384.6,40.8,57.0,4.6,5.5,2013,
SOUTH-FLORIDA,american,6,0.25,2,12.8,19.8,1.4,2.0,1.0,1.2,12,1.3,0.9,10,South Florida,29.8,28.5,46.5,62.9,13.8,17.9,7.4,9.5,0.6,1.6,166.8,211.0,8.5,6.1,59.6,64.8,28.6,13.8,29.8,36.3,4.0,8.3,0.3,1.3,89.6,139.8,3.0,3.9,-13.56,-0.47,2.3,2.1,0.167,2,256.4,350.8,72.7,54.8,4.3,5.4,2013,
MEMPHIS,american,7,0.125,1,17.7,21.4,1.7,2.0,1.3,0.5,11,0.9,0.9,9,Memphis,30.8,37.9,56.3,61.6,17.4,23.4,8.5,12.1,0.7,1.6,171.7,266.4,7.3,6.0,67.1,72.4,24.6,19.5,36.3,34.5,7.5,7.3,1.1,1.5,137.0,112.0,3.8,3.3,-7.41,-2.66,2.2,1.5,0.25,3,308.7,378.4,67.2,53.2,4.6,5.2,2013,
TEMPLE,american,7,0.125,1,20.8,23.9,1.3,2.3,0.8,0.8,12,0.9,0.3,10,Temple,34.8,35.9,56.2,64.5,19.6,23.2,9.8,12.7,1.9,2.0,249.7,298.6,6.4,7.5,70.0,74.1,29.8,24.9,35.2,38.2,9.8,9.0,1.4,1.4,149.3,175.7,4.2,4.6,-10.3,-3.8,1.7,1.1,0.167,2,399.0,474.3,53.4,67.5,5.7,6.4,2013,
BAYLOR,big-12,1,0.889,8,28.6,18.6,1.5,2.7,0.8,0.8,13,0.5,1.5,2,Baylor,34.5,33.8,61.8,48.2,21.3,16.3,13.8,8.4,2.7,1.8,359.1,214.9,9.2,6.2,82.6,75.8,23.5,52.4,48.2,42.0,13.4,7.5,3.6,1.2,259.7,145.4,5.4,3.5,16.87,1.87,1.2,2.2,0.846,11,618.8,360.3,82.6,54.4,7.5,4.8,2013,13.0
OKLAHOMA,big-12,2,0.778,7,21.5,17.9,1.5,1.8,0.4,0.7,13,0.8,1.2,2,Oklahoma,29.5,31.5,58.7,55.0,17.3,17.3,8.2,9.1,1.8,1.3,199.1,212.5,6.7,5.6,72.5,65.1,22.1,32.8,43.0,33.6,11.9,7.1,1.5,1.3,223.9,137.6,5.2,4.1,13.19,4.12,1.2,1.9,0.846,11,423.0,350.2,55.6,48.6,5.8,5.4,2013,6.0
OKLAHOMA-STATE,big-12,2,0.778,7,22.1,22.1,2.1,2.2,0.4,0.9,13,1.0,1.6,3,Oklahoma State,37.2,41.6,57.9,53.6,21.5,22.3,11.8,11.0,2.0,1.2,277.2,242.5,6.7,7.0,75.9,80.7,21.6,39.1,38.7,39.1,8.3,8.8,2.7,0.8,171.6,142.4,4.4,3.6,16.83,3.76,1.4,2.5,0.769,10,448.8,384.9,60.0,56.6,5.9,4.8,2013,17.0
TEXAS,big-12,2,0.778,7,21.0,21.2,2.3,1.2,0.5,1.2,13,1.2,0.8,5,Texas,33.2,32.2,57.1,56.8,18.9,18.3,8.8,9.8,1.4,1.0,212.5,224.2,5.2,7.6,77.3,74.3,25.8,29.3,44.2,42.1,9.9,10.1,1.9,1.6,196.2,183.1,4.4,4.4,7.45,5.45,1.7,2.0,0.615,8,408.7,407.2,45.9,68.0,5.3,5.5,2013,
KANSAS-STATE,big-12,4,0.556,5,19.9,19.2,1.1,1.0,0.9,0.6,13,1.0,1.3,5,Kansas State,24.2,35.2,62.7,60.5,15.2,21.3,9.8,9.8,1.7,1.0,224.7,219.8,5.1,5.1,63.7,70.7,22.9,33.2,39.5,35.5,9.0,8.4,2.2,1.5,178.0,139.2,4.5,3.9,10.01,1.09,1.9,1.9,0.615,8,402.7,358.9,45.0,38.1,6.3,5.1,2013,
TEXAS-TECH,big-12,5,0.444,4,27.6,21.6,2.3,1.6,1.2,0.8,13,1.4,0.6,5,Texas Tech,54.9,33.8,63.4,56.5,34.8,19.1,18.5,9.5,2.7,1.2,392.8,217.1,8.0,8.2,87.4,78.1,30.5,35.8,32.5,44.3,6.8,10.5,1.5,2.5,118.2,201.6,3.6,4.6,5.32,2.71,2.5,1.5,0.615,8,511.0,418.7,75.2,71.7,5.8,5.4,2013,
TEXAS-CHRISTIAN,big-12,7,0.222,2,17.8,18.5,1.8,1.8,1.1,0.8,12,1.4,1.6,8,Texas Christian,34.9,34.3,57.3,51.7,20.0,17.8,9.3,9.5,1.2,1.2,226.3,225.6,6.6,6.8,68.5,73.8,25.3,25.1,33.6,39.5,6.7,7.3,1.7,1.2,118.6,130.8,3.5,3.3,1.94,3.85,2.5,2.3,0.333,4,344.8,356.4,54.1,56.3,5.0,4.8,2013,
WEST-VIRGINIA,big-12,7,0.222,2,20.5,21.2,2.3,1.3,1.3,1.3,12,1.3,1.0,8,West Virginia,38.7,33.4,54.1,60.8,20.9,20.3,11.8,11.3,1.3,2.0,262.1,263.3,5.3,7.2,74.3,76.7,33.3,26.3,35.6,43.3,6.4,8.6,1.5,1.9,148.7,191.7,4.2,4.4,-3.74,2.1,2.7,2.3,0.333,4,410.8,455.0,49.0,60.0,5.5,5.9,2013,
IOWA-STATE,big-12,7,0.222,2,18.9,22.0,0.5,1.4,0.7,1.1,12,1.2,0.7,9,Iowa State,34.6,34.7,55.9,57.5,19.3,19.9,9.8,10.9,1.6,1.4,219.2,239.1,5.5,4.3,75.3,76.5,36.0,24.8,40.7,41.8,8.7,9.7,1.3,2.8,143.9,224.0,3.5,5.4,-3.57,3.34,1.8,1.8,0.25,3,363.1,463.1,47.0,33.1,4.8,6.1,2013,
KANSAS,big-12,8,0.111,1,14.5,22.2,0.8,1.9,0.9,0.8,12,1.0,1.2,9,Kansas,27.4,33.8,46.8,57.6,12.8,19.5,5.7,11.3,0.8,1.7,140.4,241.8,7.3,5.3,68.8,74.3,31.8,15.3,41.3,40.4,8.0,9.1,1.0,2.1,154.3,190.6,3.7,4.7,-8.58,2.84,1.9,2.0,0.25,3,294.7,432.3,59.4,45.9,4.3,5.8,2013,
OHIO-STATE,big-ten,0,1.0,8,25.8,20.2,1.4,1.1,0.7,0.6,14,0.6,1.1,2,Ohio State,26.3,38.1,64.7,61.8,17.0,23.6,9.0,11.9,2.7,2.2,203.3,268.0,5.2,5.5,71.6,71.4,22.6,45.5,45.4,33.3,15.4,7.3,3.2,0.6,308.6,109.4,6.8,3.3,15.65,1.43,1.4,1.7,0.857,12,511.9,377.4,45.6,44.4,7.1,5.3,2013,12.0
WISCONSIN,big-ten,2,0.75,6,22.0,16.1,0.5,1.5,0.3,0.8,13,1.2,0.7,4,Wisconsin,27.3,32.7,61.1,53.4,16.7,17.5,8.9,8.7,1.7,1.2,197.1,202.5,4.2,5.1,70.2,64.5,16.3,34.8,42.8,31.8,12.6,5.8,2.7,0.6,283.8,102.5,6.6,3.2,14.2,2.28,1.5,1.5,0.692,9,480.8,305.1,37.2,32.1,6.9,4.7,2013,22.0
PENN-STATE,big-ten,4,0.5,4,22.5,19.4,2.1,0.6,1.0,0.6,12,0.8,1.1,5,Penn State,34.1,35.3,58.9,58.9,20.1,20.8,11.1,11.7,1.8,1.5,259.2,237.3,4.6,6.0,75.8,72.0,26.2,28.7,41.8,36.8,9.3,7.2,1.8,1.3,174.0,144.0,4.2,3.9,3.4,1.07,1.8,1.7,0.583,7,433.2,381.3,33.6,53.2,5.7,5.3,2013,
INDIANA,big-ten,5,0.375,3,25.0,25.8,1.3,1.0,0.5,0.8,12,1.2,0.6,7,Indiana,39.2,34.6,59.4,61.0,23.3,21.1,13.6,12.4,3.0,2.0,306.7,290.2,5.2,5.5,77.3,78.3,38.8,38.4,38.2,43.8,10.1,12.5,2.1,2.9,201.8,237.8,5.3,5.4,4.41,4.74,1.7,1.4,0.417,5,508.5,527.9,42.9,43.6,6.6,6.7,2013,
